id_order;country;state;city;weight;order_status
1744;España;"Palma de Mallorca";"Maria de la Salut";1.690000;"Entregado SM"
1745;España;Madrid;Madrid;0.800000;"Entregado SM"
1746;España;Castelló;"VALL D'ALBA";20.000000;"Recogido por cliente en almacén"
1747;España;Madrid;Madrid;159.500000;Entregado
1748;España;Madrid;MADRID;6.000000;Entregado
1749;España;Madrid;Madrid;3.540000;Entregado
1750;España;Málaga;Málaga;5.590000;"Entregado SM"
1751;España;Sevilla;Sevilla;334.400000;Entregado
1752;España;Murcia;"puerto lumbreras";69.890000;"Entregado SM"
1753;España;Barcelona;"Sant feliu de llobregat";2.000000;Entregado
1754;España;Málaga;Malaga;1.400000;Entregado
1755;España;Cádiz;"La Línea de la Concepción";76.000000;"Entregado SM"
1756;España;València;"Cullera ";54.400000;Entregado
1757;España;Madrid;Madrid;4.790000;Entregado
1758;Francia;Rhône;Lyon;32.800000;"Entregado SM"
1759;España;;REDOVAN;0.000000;"Entregado SM"
1760;España;Barcelona;Barcelona;6.880000;Entregado
1761;Francia;Seine-Saint-Denis;Montfermeil;11.500000;Entregado
1764;España;Bizkaia;Portugalete;4.900000;Entregado
1766;Portugal;"Lisbon ";Loures;398.400000;Entregado
1767;"Países Bajos";Zuid-Holland;Gouda;0.350000;"Entregado SM"
1768;España;Tarragona;Tarragona;1.130000;Entregado
1769;España;Barcelona;"Sant Boi de Llobregat";52.800000;Entregado
1770;Francia;París;Paris;21.000000;Entregado
1771;España;Barcelona;Barcelona;734.000000;"Entregado SM"
1772;España;Madrid;Madrid;987.200000;"Entregado SM"
1773;España;Madrid;Getafe;300.000000;Entregado
1774;España;Albacete;VILLARROBLEDO;264.400000;Entregado
1775;Portugal;Évora;ESTREMOZ;129.500000;Entregado
1776;España;Málaga;Benalmadena;0.630000;"Entregado SM"
1777;España;Huesca;Huesca;89.780000;"Entregado SM"
1778;España;Navarra;Larraga;1.200000;Entregado
1779;Portugal;Faro;Aljezur;2.080000;Entregado
1780;España;Murcia;"La Palma - Cartagena";0.700000;Entregado
1781;Francia;"Garonne, Haute-";TOULOUSE;9.250000;"Entregado SM"
1782;España;Barcelona;Súria;5.610000;Entregado
1783;Francia;París;Paris;0.100000;Entregado
1784;Francia;Charente-Maritime;"La Jarrie ";2.660000;Entregado
1785;Dinamarca;København;"København SV";0.840000;Entregado
1786;España;Madrid;Madrid;8.000000;Entregado
1787;España;Cádiz;"tarifa ";418.860000;"Entregado SM"
1788;España;Alacant;"Teulada - Moraira";1.740000;Entregado
1789;España;València;"Puzol, Valencia";2.610000;Entregado
1790;España;Álava;Vitoria-Gasteiz;6.440000;Entregado
1791;España;Granada;"Otivar ";151.000000;Entregado
1792;España;Barcelona;"lliçà d'amunt ";6.000000;Entregado
1793;España;Barcelona;Barcelona;0.700000;Entregado
1794;Alemania;Sachsen;Leipzig;1.400000;Entregado
1795;Francia;Bouches-du-Rhône;Marseille;0.210000;Entregado
1796;Francia;Manche;VALOGNES;1.840000;Entregado
1797;Francia;Rhône;Marseille;88.000000;"Entregado SM"
1798;España;Madrid;Fuenlabrada;6.330000;Entregado
1799;España;Pontevedra;"Silleda ";3.930000;Entregado
1800;España;Asturias;OVIEDO;27.200000;Entregado
1801;España;Madrid;TORRELODONES;190.000000;Entregado
1802;España;Ibiza;"C/Henric Fajarnes Cardona 10 atico Esc1 ";244.800000;Reembolsado
1803;España;León;PONFERRADA;48.000000;Entregado
1804;España;Madrid;MADRID;371.600000;Entregado
1805;España;Asturias;ribadesella;0.870000;Entregado
1806;España;Murcia;"ALHAMA DE MURCIA";3082.000000;Entregado
1807;España;Madrid;Madrid;41.000000;Entregado
1808;España;Murcia;"La Alberca, Murcia ";9.500000;"Entregado SM"
1809;España;;MADRID;0.000000;Entregado
1810;Alemania;Bayern;Marktredwitz;2.100000;Entregado
1811;España;Alacant;ELCHE;235.850000;Entregado
1812;Francia;"Garonne, Haute-";Launaguet;219.900000;"Entregado SM"
1813;España;València;Valencia;2.800000;Entregado
1814;España;Murcia;"Los Urrutias";0.900000;Entregado
1815;España;;Barcelona;0.000000;Entregado
1816;España;Barcelona;Palleja;0.600000;"Entregado SM"
1817;Francia;Bouches-du-Rhône;"Puyloubier ";3.190000;Entregado
1818;Francia;"Seine, Hauts-de-";GARCHES;0.200000;Entregado
1819;España;Madrid;Madrid;10.420000;Entregado
1821;España;Madrid;"TRES CANTOS";63.000000;Entregado
1822;España;València;VALENCIA;350.000000;Entregado
1823;España;Alacant;Elche;2.100000;Entregado
1824;España;Alacant;Alicante;0.470000;Entregado
1826;Suecia;"Stockholm / Stockholms län";Stockholm;517.300000;"Entregado SM"
1827;España;Cáceres;Plasencia;44.490000;"Entregado SM"
1828;España;Madrid;Madrid;1.030000;Entregado
1829;España;Huelva;"Isla Cristina ";105.270000;Entregado
1830;España;Castelló;"Benicàssim ";5.000000;Entregado
1831;España;Madrid;"Hoyo de Manzanares";1.050000;Entregado
1832;España;Barcelona;"El Prat de Llobregat ";74.200000;"Entregado SM"
1833;España;Madrid;"Madrid ";175.320000;Entregado
1834;España;Madrid;Madrid;37.820000;Entregado
1835;España;Madrid;Madrid;204.000000;"Entregado SM"
1836;España;Jaén;LINARES;180.500000;Entregado
1837;España;Girona;"Caldes de Malavella";3.980000;Entregado
1838;Francia;Essone;"SAINT PIERRE DU PERRAY";25.500000;"Entregado SM"
1839;España;Barcelona;Barcelona;3.540000;"Entregado SM"
1840;España;Zaragoza;Zaragoza;1.200000;"Entregado SM"
1841;Francia;Gironde;Bordeaux;4.470000;Entregado
1842;Francia;Indre-et-Loire;Faye-la-Vineuse;0.700000;"Pte barros"
1843;España;Barcelona;Barcelona;68.000000;Entregado
1844;Francia;Ille-et-Vilaine;Rennes;1.180000;Entregado
1845;España;Madrid;MADRID;4.030000;Entregado
1846;España;València;L'Eliana;0.350000;Entregado
1847;España;"A Coruña";"A Coruña";5.710000;Entregado
1848;Francia;"Garonne, Haute-";Toulouse;155.400000;"Entregado SM"
1849;Francia;Seine-et-Marne;"La Rochette";1.500000;Entregado
1850;España;Barcelona;Barcelona;79.200000;Entregado
1851;España;Barcelona;"Esplugues de Llobregat";19.000000;Entregado
1852;España;Madrid;Madrid;2.190000;"Pte barros"
1853;Francia;Seine-Maritime;YVETOT;15.000000;Entregado
1854;España;Sevilla;Sevilla;1.400000;"Recogido por cliente en almacén"
1855;España;Barcelona;Barcelona;4.330000;Entregado
1856;España;;"Campo, El Aviles ";0.000000;Entregado
1857;Bélgica;"Brabant Flamand";Asse;4.000000;"Entregado SM"
1858;"Países Bajos";Noord-Holland;Amsterdam;232.000000;"Entregado SM"
1859;España;Málaga;Benahavis;780.000000;"Entregado SM"
1860;España;Valladolid;"Laguna de Duero";14.500000;Entregado
1861;España;Barcelona;Barcelona;0.990000;"Entregado SM"
1862;España;Barcelona;"Sitges ";74.700000;"Entregado SM"
1863;España;Barcelona;Barcelona;2.760000;"Entregado SM"
1864;España;Madrid;"Los Molinos ";2.000000;Entregado
1865;España;Madrid;"POZUELO DE ALARCÓN";2.170000;"Entregado SM"
1866;España;Gipuzkoa;"San Sebastián";43.500000;"Entregado SM"
1867;España;Cantabria;Suances;86.640000;"Entregado SM"
1868;España;Lleida;"Benavent de Segrià";98.400000;"Entregado SM"
1869;Alemania;Niedersachsen;Lueneburg;6.510000;"Entregado SM"
1870;España;Murcia;"Alhama de Murcia";1.060000;"Entrega fallida"
1871;España;Ávila;"Madrigal De Las Altas Torres";2.000000;Entregado
1872;España;Córdoba;Baena;38.000000;"Entregado SM"
1873;España;Madrid;Madrid;6.460000;Entregado
1874;Francia;Deux-Sèvres;Niort;0.700000;"Entregado SM"
1875;España;Barcelona;Sentmenat;1.540000;Entregado
1876;España;Barcelona;"El Masnou";42.640000;"Entregado SM"
1877;Francia;"Seine, Hauts-de-";"Boulogne billancourt";3.750000;"Entregado SM"
1878;España;Gipuzkoa;donosti;1.320000;Entregado
1879;España;Málaga;Marbella;5.350000;"Entregado SM"
1880;España;Cádiz;"Verjer de la frontera";2948.000000;"Entregado SM"
1881;España;;Madrid;0.000000;"Entregado SM"
1882;España;;BAGÀ;0.000000;"Entregado SM"
1883;España;Málaga;Coin;94.550000;"Entregado SM"
1884;España;Murcia;Águilas;-9.630000;"Nº de seguimiento enviado al cliente"
1885;España;Salamanca;"PEÑARANDA DE BRACAMONTE";17.600000;"Entregado SM"
1886;España;Barcelona;"Barcelona ";26.400000;"Entregado SM"
1887;España;Barcelona;Barcelona;6.460000;"Entregado SM"
1888;España;Granada;Granada;1.080000;"Entregado SM"
1889;España;Madrid;MADRID;1.070000;Entregado
1890;España;Málaga;"Torrox Costa";534.000000;Reembolsado
1891;Francia;Calvados;"LE Fournet";4.820000;"Entregado SM"
1892;Francia;París;Paris;72.500000;Entregado
1893;España;Cádiz;"chiclana de la frontera";149.600000;"Entregado SM"
1894;España;Murcia;CARTAGENA;5.000000;"Entregado SM"
1895;España;Barcelona;"Sant Cugat del Valles";2.000000;"Entregado SM"
1896;España;Madrid;Madrid;0.330000;"Entregado SM"
1897;España;Barcelona;"sant pere de ribes";127.070000;"Entregado SM"
1898;España;Málaga;"Mijas,Málaga ";130.500000;"Entregado SM"
1899;España;Barcelona;"Sant Sadurní d'Anoia";0.870000;"Entregado SM"
1900;Portugal;Porto;porto;1.810000;"Entregado SM"
1901;Francia;Doubs;"Fournets Luisans";0.400000;"Entregado SM"
1902;España;Alacant;Novelda;8.000000;"Entregado SM"
1903;Francia;Orne;"la ferte en ouche";2.090000;"Entregado SM"
1904;España;Madrid;Madrid;29.800000;"Entregado SM"
1905;España;Málaga;"VILLAFRANCO DEL GUADALHORCE";597.600000;"Entregado SM"
1906;España;Madrid;MADRID;6.570000;"Entregado SM"
1907;España;Barcelona;Barcelona;1.910000;"Entregado SM"
1908;Francia;París;Paris;229.400000;"Entregado SM"
1909;España;València;Valencia;4.870000;"Entregado SM"
1910;España;Toledo;"Talavera de la reina";199.200000;"Entregado SM"
1911;Alemania;Bayern;Erlangen;616.400000;"Entregado SM"
1912;Francia;"Garonne, Haute-";MAUREVILLE;2.660000;"Entregado SM"
1913;España;Pontevedra;"Salceda de caselas";2.320000;"Entregado SM"
1914;España;Barcelona;"Les franqueses del vallès";3.160000;"Entregado SM"
1915;España;Madrid;MADRID;0.800000;"Entregado SM"
1916;España;Barcelona;Barcelona;2.630000;"Entregado SM"
1917;España;Madrid;Madrid;3.920000;"Entregado SM"
1918;España;Madrid;"Las rozas ";161.500000;"Entregado SM"
1919;España;Madrid;MADRID;3.060000;"Entregado SM"
1920;Francia;Bouches-du-Rhône;"LES PENNES MIRABEAU";41.500000;"Entregado SM"
1921;España;Barcelona;Badalona;5.550000;"Entregado SM"
1922;España;Barcelona;Barcelona;2.520000;"Entregado SM"
1923;España;Barcelona;Badalona;0.350000;"Entregado SM"
1924;España;Sevilla;Sevilla;0.214000;"Pte barros"
1925;España;Madrid;"Madrid ";0.850000;"Entregado SM"
1926;España;Jaén;Baeza;1.050000;"Entregado SM"
1927;España;Segovia;"Navas de Riofrío";1.220000;"Entregado SM"
1928;España;Barcelona;"Hospitalet de Llobregat";1.200000;"Entregado SM"
1929;España;Sevilla;Sevilla;4.030000;"Entregado SM"
1930;España;Madrid;Madrid;2.340000;"Entregado SM"
1931;Francia;París;Paris;1.460000;"Entregado SM"
1932;Francia;Ille-et-Vilaine;Rennes;103.500000;"Entregado SM"
1933;España;Lleida;Bellvís;176.000000;"Entregado SM"
1934;Dinamarca;Lyngby-Taarbæk;Virum;153.340000;"Entregado SM"
1935;España;Madrid;"Madrid ";1.150000;"Entregado SM"
1936;España;Cantabria;"Ramales de la Victoria";131.490000;"Entregado SM"
1937;Portugal;"Lisbon ";"Ameal - Ramalhal";0.880000;"Entregado SM"
1938;España;"La Rioja";Haro;2.190000;"Entregado SM"
1939;España;València;VALENCIA;176.500000;"Entregado SM"
1940;Francia;París;PARIS;0.750000;"Entregado SM"
1941;Alemania;Baden-Württemberg;"Bad Schönborn";1.140000;"Entregado SM"
1942;España;Alacant;denia;27.200000;"Entregado SM"
1943;Francia;Val-de-Marne;"Maisons Alfort";0.510000;"Entregado SM"
1944;Francia;París;paris;9.147000;"Pte barros"
1945;España;Madrid;"Manzanares el Real";1.050000;"Entregado SM"
1946;España;Sevilla;Lebrija;1.400000;"Entregado SM"
1947;España;Madrid;Madrid;113.460000;"Entregado SM"
1948;Francia;Morbihan;Elven;7.710000;"Entregado SM"
1949;España;Castelló;"Benicàssim ";10.000000;"Entregado SM"
1950;Portugal;"Lisbon ";Amadora;6.150000;"Entregado SM"
1951;España;Madrid;Madrid;174.000000;"Entregado SM"
1952;Alemania;Bayern;"Leupoldsdorf/ Trösatu";679.560000;"Entregado SM"
1953;España;Asturias;Proaza;40.200000;"Entregado SM"
1954;España;Alacant;Novelda;7.920000;"Entregado SM"
1955;España;Barcelona;Barcelona;1.220000;"Entregado SM"
1956;España;Barcelona;SURIA;55.760000;"Entregado SM"
1957;España;Murcia;"La Palma - Cartagena";176.800000;"Entregado SM"
1958;Bélgica;Hainaut;jumet;95.200000;"Entregado SM"
1959;España;Madrid;Madrid;70.020000;"Entregado SM"
1960;España;Alacant;Novelda;8.080000;"Entregado SM"
1961;Francia;Hérault;"FELINES MINERVOIS";43.830000;"Entregado SM"
1962;Portugal;"Lisbon ";"Paço de Arcos";3.000000;"Entregado SM"
1963;España;Madrid;MADRID;71.000000;"Entregado SM"
1964;España;València;Valencia;5.800000;"Entregado SM"
1965;Francia;París;Paris;206.930000;"Entregado SM"
1966;España;Madrid;MADRID;240.840000;"Entregado SM"
1967;España;Madrid;"Pozuelo de Alarcon ";429.690000;"Entregado SM"
1968;España;Ourense;"A Teixeira";0.710000;"Entregado SM"
1969;"Países Bajos";Zuid-Holland;"Den Haag";145.000000;"Entregado SM"
1970;Francia;Orne;"Belfort en perche ";559.200000;"Entregado SM"
1971;España;Barcelona;"sant pere de ribes";95.000000;"Entregado SM"
1972;"Países Bajos";Limburg;Heerlen;0.750000;"Entregado SM"
1973;España;Málaga;"Málaga ";29.000000;"Entregado SM"
1974;España;València;Oliva;1.320000;"Entrega fallida"
1975;"Países Bajos";Zuid-Holland;Leiden;1.200000;"Entregado SM"
1976;España;Madrid;MADRID;1.780000;"Entregado SM"
1977;España;Navarra;Pamplona;1.220000;"Entregado SM"
1978;España;Madrid;Madrid;112.280000;"Entregado SM"
1979;España;Barcelona;"Esplugues de Llobregat ";5.000000;"Entregado SM"
1980;España;Barcelona;"Les franqueses del vallès";73.250000;"Entregado SM"
1981;España;Alacant;Alicante;57.400000;"Entregado SM"
1982;Portugal;Évora;Evora;0.810000;"Entregado SM"
1983;España;Almería;Almeria;43.200000;"Entregado SM"
1984;Francia;Gironde;Bordeaux;33.000000;"Entregado SM"
1985;España;Madrid;Madrid;5.010000;"Entregado SM"
1986;España;;"Campo, El Aviles";0.000000;"Entregado SM"
1987;Francia;Oise;Creil;196.960000;"Entregado SM"
1988;España;Barcelona;"El Prat de Llobregat ";69.200000;"Recogido por cliente en almacén"
1989;España;Alacant;"Ciudad Quesada";0.350000;"Entregado SM"
1990;Francia;Bouches-du-Rhône;Aix-en-Provence;270.600000;"Entregado SM"
1991;Francia;Eure;Chennebrun;279.400000;"Entregado SM"
1993;España;;Madrid;0.000000;"Entregado SM"
1994;España;Málaga;MÁLAGA;5.000000;"Entregado SM"
1995;Francia;Moselle;Bionville-sur-nied;243.300000;"Entregado SM"
1996;España;Madrid;MADRID;0.660000;"Entregado SM"
1997;España;Barcelona;Barcelona;0.660000;"Entregado SM"
1998;España;València;Valencia;5.000000;"Entregado SM"
1999;Francia;Bouches-du-Rhône;Marseille;0.510000;"Entregado SM"
2000;España;Madrid;MADRID;35.200000;"Nº de seguimiento enviado al cliente"
2001;España;Tarragona;Margalef;170.500000;"Nº de seguimiento enviado al cliente"
2002;Portugal;"Lisbon ";Ericeira;3.260000;"Nº de seguimiento enviado al cliente"
2003;España;"A Coruña";"Cee ";654.200000;"Entregado SM"
2004;España;Barcelona;"Sant Vicenç Dels Horts";241.200000;"Nº de seguimiento enviado al cliente"
2005;España;Madrid;Madrid;4.200000;"Entregado SM"
2006;España;Sevilla;GUILLENA;292.200000;"Nº de seguimiento enviado al cliente"
2007;España;Girona;"Sant Hilari Sacalm";5.000000;"Nº de seguimiento enviado al cliente"
2008;Francia;Yvelines;"La queue lez Yvelines";3.210000;"Nº de seguimiento enviado al cliente"
2009;España;Granada;"Churriana de la Vega";74.700000;Entregado
2010;España;Barcelona;"Santa Maria de Palautordera";7.120000;"Nº de seguimiento enviado al cliente"
2011;España;Barcelona;"vilanova i la geltru";12.500000;"Nº de seguimiento enviado al cliente"
2012;España;Gipuzkoa;"san sebastian";205.990000;"Nº de seguimiento enviado al cliente"
2013;España;;Utebo;0.000000;Entregado
2015;España;;"A Coruña";0.000000;"Nº de seguimiento enviado al cliente"
2016;Francia;Bouches-du-Rhône;CHATEAURENARD;9.000000;"Nº de seguimiento enviado al cliente"
2017;España;;barcelona;0.000000;"Nº de seguimiento enviado al cliente"
2018;España;Pontevedra;vigo;19.000000;"Nº de seguimiento enviado al cliente"
2019;España;Barcelona;"Cornella Riera, Barcelona";2.340000;"Nº de seguimiento enviado al cliente"
2020;España;València;Utiel;114.000000;"Nº de seguimiento enviado al cliente"
2021;Francia;Val-d'Oise;montmorency;4.950000;"Nº de seguimiento enviado al cliente"
2023;España;Madrid;Madrid;77.800000;"Nº de seguimiento enviado al cliente"
2024;España;Barcelona;Barcelona;7.840000;"Nº de seguimiento enviado al cliente"
2025;España;Barcelona;Barcelona;43.830000;"Nº de seguimiento enviado al cliente"
2026;España;Madrid;MADRID;2.230000;"Nº de seguimiento enviado al cliente"
2027;España;València;Mislata;3.740000;"Nº de seguimiento enviado al cliente"
2028;España;;Rocafort;0.000000;"Nº de seguimiento enviado al cliente"
2029;España;Menorca;Mahon;347.280000;"Nº de seguimiento enviado al cliente"
2030;España;Málaga;"La Cala De Mijas, Malaga";1169.440000;"Recogido por cliente en almacén"
2031;España;Madrid;"Alameda del valle";0.680000;"Nº de seguimiento enviado al cliente"
2032;España;Barcelona;Barcelona;3.320000;"Entregado SM"
2033;España;Jaén;BAEZA;704.000000;"Entregado SM"
2034;España;Barcelona;"Vilassar de Dalt";1.740000;"Nº de seguimiento enviado al cliente"
2035;España;Málaga;Málaga;328.000000;"Nº de seguimiento enviado al cliente"
2036;España;Madrid;"GARGANTILLA DE LOZOYA";636.130000;"Nº de seguimiento enviado al cliente"
2037;España;Almería;"Turre ";1.050000;"Nº de seguimiento enviado al cliente"
2038;España;Barcelona;Barcelona;3.900000;Entregado
2039;España;Barcelona;"sant pere de ribes";391.160000;"Nº de seguimiento enviado al cliente"
2040;Portugal;Faro;Querença;237.500000;"Nº de seguimiento enviado al cliente"
2041;España;Girona;"Sant Joan de les Abadesses";0.510000;"Nº de seguimiento enviado al cliente"
2042;Francia;Loire-Atlantique;PORNIC;5.720000;"Nº de seguimiento enviado al cliente"
2043;España;Barcelona;Terrassa;187.800000;"Nº de seguimiento enviado al cliente"
2044;España;Madrid;Madrid;52.800000;"Nº de seguimiento enviado al cliente"
2045;España;Salamanca;"Salamanca ";6.940000;"Nº de seguimiento enviado al cliente"
2046;Francia;Yvelines;CHAMBOURCY;63.000000;"Nº de seguimiento enviado al cliente"
2047;España;Madrid;madrid;6.530000;"Nº de seguimiento enviado al cliente"
2048;España;Madrid;madrid;8.250000;"Nº de seguimiento enviado al cliente"
2049;España;Madrid;madrid;2.130000;"Nº de seguimiento enviado al cliente"
2050;España;Madrid;"Cubas de la Sagra";904.600000;"Nº de seguimiento enviado al cliente"
2051;Alemania;Hamburg;Hamburg;115.520000;"Nº de seguimiento enviado al cliente"
2052;España;"Palma de Mallorca";Lloseta;1.450000;"Entrega fallida"
2053;Francia;"Seine, Hauts-de-";GARCHES;1.200000;"Nº de seguimiento enviado al cliente"
2054;España;Barcelona;Barcelona;2.700000;"Nº de seguimiento enviado al cliente"
2055;España;Málaga;Malaga;38.000000;"Nº de seguimiento enviado al cliente"
2056;Francia;Alpes-Maritimes;Menton;184.800000;"Nº de seguimiento enviado al cliente"
2057;Francia;París;Paris;112.430000;"Nº de seguimiento enviado al cliente"
2058;España;Murcia;"Los urrutias";91.300000;"Nº de seguimiento enviado al cliente"
2059;Francia;Calvados;"LE Fournet";1.460000;"Nº de seguimiento enviado al cliente"
2060;España;León;"Ponferrada ";5.440000;"Nº de seguimiento enviado al cliente"
2061;España;Madrid;"Alcorcon ";3.000000;"Nº de seguimiento enviado al cliente"
2062;España;Lleida;Lleida;19.000000;"Entregado SM"
2063;Bélgica;Bruxelles-Capitale;Bruxelles;4.240000;"Nº de seguimiento enviado al cliente"
2064;España;Barcelona;"Santa Perpetua de mogoda";4.000000;"Nº de seguimiento enviado al cliente"
2065;Francia;Nord;TOURCOING;1.300000;"Nº de seguimiento enviado al cliente"
2067;España;Córdoba;Pedroche;99.550000;"Nº de seguimiento enviado al cliente"
2068;España;Valladolid;Valladolid;96.800000;"Nº de seguimiento enviado al cliente"
2069;España;Alacant;"Orihuela ";703.000000;"Nº de seguimiento enviado al cliente"
2070;Francia;Rhône;VILLEURBANNE;435.000000;"Entregado SM"
2071;Francia;Gironde;Gradignan;0.350000;"Nº de seguimiento enviado al cliente"
2072;España;;Rubi;0.000000;"Nº de seguimiento enviado al cliente"
2073;España;;VALENCIA;0.000000;"Nº de seguimiento enviado al cliente"
2074;España;València;Valencia;1.220000;"Nº de seguimiento enviado al cliente"
2075;España;Madrid;Madrid;2.530000;"Nº de seguimiento enviado al cliente"
2076;España;Barcelona;Tiana;7.150000;"Nº de seguimiento enviado al cliente"
2077;España;Barcelona;Barcelona;0.760000;"Nº de seguimiento enviado al cliente"
2078;Francia;Moselle;"57100 - THIONVILLE";6.000000;"Nº de seguimiento enviado al cliente"
2079;España;Asturias;"Gijón ";43.830000;"Nº de seguimiento enviado al cliente"
2080;España;Cádiz;"San Fernando ";0.510000;"Entregado SM"
2081;Francia;Ariège;Augirein;3.720000;"Nº de seguimiento enviado al cliente"
2082;España;Madrid;Madrid;52.800000;"Nº de seguimiento enviado al cliente"
2083;Alemania;Nordrhein-Westfalen;Düsseldorf;4.710000;"Nº de seguimiento enviado al cliente"
2084;Francia;"Garonne, Haute-";Mondouzil;320.400000;"Nº de seguimiento enviado al cliente"
2085;Francia;Nord;Seclin;310.500000;"Nº de seguimiento enviado al cliente"
2086;España;València;L'Eliana;79.200000;"Nº de seguimiento enviado al cliente"
2087;Francia;París;Paris;429.660000;"Entregado SM"
2088;España;València;Valencia;4.160000;"Nº de seguimiento enviado al cliente"
2089;España;Madrid;MADRID;68.000000;"Nº de seguimiento enviado al cliente"
2090;España;Badajoz;Esparragalejo;609.400000;"Entregado SM"
2091;España;Tarragona;CAMBRILS;495.100000;"Entregado SM"
2092;España;Málaga;"Marbella ";1.240000;"Nº de seguimiento enviado al cliente"
2093;España;Madrid;Madrid;188.550000;"Entregado SM"
2094;España;Toledo;"Pepino ";52.800000;"Nº de seguimiento enviado al cliente"
2095;España;Cádiz;Tarifa;2.498000;"Pte barros"
2096;España;Girona;Begur;101.170000;"Nº de seguimiento enviado al cliente"
2097;España;Cantabria;LAREDO;0.510000;"Nº de seguimiento enviado al cliente"
2098;España;Alacant;Mutxamel;3.700000;"Nº de seguimiento enviado al cliente"
2099;España;Barcelona;"La Garriga ";115.520000;"Nº de seguimiento enviado al cliente"
2100;España;Madrid;Madrid;43.320000;"Nº de seguimiento enviado al cliente"
2101;España;Girona;L´ESCALA;612.000000;"Nº de seguimiento enviado al cliente"
2102;Francia;Nord;Bachy;241.200000;"Nº de seguimiento enviado al cliente"
2103;España;València;"Ciudad Quesada ";61.600000;"Nº de seguimiento enviado al cliente"
2104;España;València;Valencia;0.850000;"Nº de seguimiento enviado al cliente"
2105;España;Bizkaia;Bilbao;3.100000;"Nº de seguimiento enviado al cliente"
2106;España;Granada;Granada;1.800000;"Entregado SM"
2107;España;Madrid;Madrid;3.830000;"Nº de seguimiento enviado al cliente"
2108;España;Barcelona;"SANT VICENÇ DE CASTELLET";58.000000;"Nº de seguimiento enviado al cliente"
2109;España;Almería;"Verá Playa";58.440000;"Entrega fallida"
2110;España;Alacant;Finestrat;124.500000;"Nº de seguimiento enviado al cliente"
2111;Francia;Nord;CROIX;5.670000;"Nº de seguimiento enviado al cliente"
2112;España;València;Rocafort;1.220000;"Nº de seguimiento enviado al cliente"
2113;España;Castelló;Vila-real;73.050000;"Recogido por cliente en almacén"
2114;España;Barcelona;"Malgrat de mar";1.150000;"Nº de seguimiento enviado al cliente"
2115;España;Madrid;"Pozuelo de Alarcón";0.700000;"Nº de seguimiento enviado al cliente"
2116;España;Cádiz;ALGECIRAS;1.800000;"Nº de seguimiento enviado al cliente"
2117;España;Madrid;Madrid;611.400000;"Nº de seguimiento enviado al cliente"
2118;Portugal;"Lisbon ";Lisboa;4.550000;"Nº de seguimiento enviado al cliente"
2119;España;;Nieva;0.000000;"Nº de seguimiento enviado al cliente"
2120;España;Madrid;MADRID;58.440000;"Nº de seguimiento enviado al cliente"
2121;España;Toledo;Almorox;108.800000;"Nº de seguimiento enviado al cliente"
2122;España;Barcelona;Barcelona;447.600000;"Entregado SM"
2123;Francia;París;Paris;1.100000;"Nº de seguimiento enviado al cliente"
2124;España;Zaragoza;ZARAGOZA;123.550000;"Nº de seguimiento enviado al cliente"
2125;España;Cádiz;"Jerez de la Frontera ";35.200000;"Nº de seguimiento enviado al cliente"
2126;"Países Bajos";Zuid-Holland;Leiderdorp;0.350000;"Nº de seguimiento enviado al cliente"
2127;España;Barcelona;"Santa Perpetua de mogoda";8.000000;"Nº de seguimiento enviado al cliente"
2128;Francia;Bouches-du-Rhône;"Simiane Collongue";3.150000;"Nº de seguimiento enviado al cliente"
2129;España;Madrid;Majadahonda;4.190000;"Nº de seguimiento enviado al cliente"
2130;España;Barcelona;"Sant Boi de Llobregat ";1.210000;"Nº de seguimiento enviado al cliente"
2131;España;Granada;Illora;7.780000;"Nº de seguimiento enviado al cliente"
2132;España;Granada;Illora;2.800000;"Nº de seguimiento enviado al cliente"
2133;Bélgica;"Flandre orientale";Oudenaarde;6.000000;Reembolsado
2134;España;València;Valencia;3.040000;"Nº de seguimiento enviado al cliente"
2136;España;Granada;"Castell de Ferro";6.000000;"Nº de seguimiento enviado al cliente"
2137;España;Barcelona;"Sant Cugat del Vallès";4.460000;"Nº de seguimiento enviado al cliente"
2138;Francia;Alpes-Maritimes;Villeneuve-loubet;12.000000;"Nº de seguimiento enviado al cliente"
2139;España;Madrid;Madrid;1.000000;"Nº de seguimiento enviado al cliente"
2140;España;Madrid;Madrid;54.400000;"Nº de seguimiento enviado al cliente"
2141;España;"A Coruña";Ribeira;398.400000;"Nº de seguimiento enviado al cliente"
2142;Francia;Indre-et-Loire;"NOTRE DAME D OE";79.000000;"Entregado SM"
2143;Portugal;Viseu;Viseu;2.200000;"Nº de seguimiento enviado al cliente"
2144;España;;"SERRA DE DARÓ";0.000000;"Nº de seguimiento enviado al cliente"
2145;España;Alacant;Alicante;254.400000;"Entregado SM"
2146;España;Sevilla;Sevilla;579.200000;"Nº de seguimiento enviado al cliente"
2147;Francia;Vaucluse;"crillon le brave";1.500000;"Nº de seguimiento enviado al cliente"
2148;España;;BADAJOZ;0.000000;"Nº de seguimiento enviado al cliente"
2149;España;;Meliana;0.000000;"Nº de seguimiento enviado al cliente"
2150;España;Cádiz;Cadiz;1.250000;"Nº de seguimiento enviado al cliente"
2151;Francia;Var;"FLASSANS SUR ISSOLE";421.600000;"Nº de seguimiento enviado al cliente"
2152;España;Granada;Granada;1872.000000;"Entregado SM"
